id	vytvoreno	text	Výběr	Koho odstřelil	Tag		problém
https://twitter.com/PREZIDENTmluvci/status/785798776762077184	Tue Oct 11 11:06:42 +0000 2016	Je to zrada na voličích, kritizuje Zeman obcházení vítězného ANO: https://t.co/T5xm4cIsHH					
https://twitter.com/PREZIDENTmluvci/status/785781577515171840	Tue Oct 11 09:58:21 +0000 2016	OVTV, videozáznam mé dnešní tiskové konference: https://t.co/zInWqpQbno https://t.co/uBnbIXqJmV					
https://twitter.com/PREZIDENTmluvci/status/785537661213761536	Mon Oct 10 17:49:07 +0000 2016	Pan prezident přijal v pondělí dne 10. října 2016 na Pražském hradě na jeho žádost ministra obrany Martina Stropnického.					
https://twitter.com/PREZIDENTmluvci/status/785488059475304448	Mon Oct 10 14:32:01 +0000 2016	Pan prezident gratuloval kolumbijskému prezidentovi k zisku Nobelovy ceny míru. Zaslal blahopřejný telegram: https://t.co/wO11MA90PO					
https://twitter.com/PREZIDENTmluvci/status/785485785944522756	Mon Oct 10 14:22:59 +0000 2016	“S prezidentem v Lánech”. Přepis rozhovoru pana prezidenta pro Blesk.cz, který byl živě vysílán v neděli: https://t.co/2X1POXQWIq					
https://twitter.com/PREZIDENTmluvci/status/785473999132319746	Mon Oct 10 13:36:09 +0000 2016	Syřan dopadený v Chemnitzu měl vazby na IS. Do Německa přišel s uprchlíky: https://t.co/j3sLaE5brX					
https://twitter.com/PREZIDENTmluvci/status/785472844620857345	Mon Oct 10 13:31:34 +0000 2016	Zajímavá poznámka k dění po krajských volbách: https://t.co/jK2G0Qc4ve					
https://twitter.com/PREZIDENTmluvci/status/785467066413383680	Mon Oct 10 13:08:36 +0000 2016	RT @parlamentky_cz: Kniha prezidenta se prodává nad očekávání dobře @PREZIDENTmluvci #knihy #BestSeller https://t.co/gN5yxuqlRD					
https://twitter.com/PREZIDENTmluvci/status/785421521842008066	Mon Oct 10 10:07:37 +0000 2016	Zeman se pohádal o hradní kandidatuře. Řekne lidem, že je King Kong? -  https://t.co/sKeedVEcG7					
https://twitter.com/PREZIDENTmluvci/status/785402324655144960	Mon Oct 10 08:51:20 +0000 2016	Pan prezident převezme v úterý dne 11.10. od 14.00 hodin na Hradě pověřovací listiny těchto nových velvyslanců v ČR: https://t.co/RdVnclHIOe					
https://twitter.com/PREZIDENTmluvci/status/785398334735454208	Mon Oct 10 08:35:29 +0000 2016	V úterý v 11:30 hod. se na Hradě uskuteční má tradiční tisková konference: https://t.co/iEIsGy1L5i					
https://twitter.com/PREZIDENTmluvci/status/785100233449545728	Sun Oct 09 12:50:56 +0000 2016	Nechci tančit na hrobě sociální demokracie... Miloš Zeman živě promluvil k volebnímu průšvihu Sobotky: https://t.co/kT6ZrdgXQd	a	Bohuslav Sobotka, ČSSD, opozice	bohuslav sobotka, cssd, opozice		2
https://twitter.com/PREZIDENTmluvci/status/785099662449635328	Sun Oct 09 12:48:40 +0000 2016	Volby vyhrál Zeman, prohlásil Erik Best. Sobotka si bude muset vybrat. Buď Čechy, nebo Merkelovou: https://t.co/DCmJf3PEQh	a	Bohuslav Sobotka, ČSSD, Angela Merkelová	bohuslav sobotka, cssd, angela merkelova, opozice		
https://twitter.com/PREZIDENTmluvci/status/785099065981825024	Sun Oct 09 12:46:18 +0000 2016	Kalousek neuspěl, mám radost. Babiš je vítěz. A tento muž je nebezpečný... Hodinová kanonáda Miloše Zemana: https://t.co/toJnkAig7o	a	Miroslav Kalousek, TOP09, opozice	miroslav kalousek, top09, opozice		
https://twitter.com/PREZIDENTmluvci/status/785092064178540544	Sun Oct 09 12:18:29 +0000 2016	Uprchlíkům na pusté řecké ostrovy pošleme potraviny, plánuje Zeman: https://t.co/3KzcyMG5WX					
https://twitter.com/PREZIDENTmluvci/status/785090516228640768	Sun Oct 09 12:12:20 +0000 2016	Videozáznam rozhovoru pana prezidenta pro Blesk.cz, který byl živě vysílán z Lán: https://t.co/8MHboK2C0e					
https://twitter.com/PREZIDENTmluvci/status/785090229401165824	Sun Oct 09 12:11:11 +0000 2016	Nejsem ruský agent, brání se Zeman. Důkaz? Věří závěrům o sestřeleném letu MH17: https://t.co/yMRd4R5Dpa					
https://twitter.com/PREZIDENTmluvci/status/785087995812646912	Sun Oct 09 12:02:19 +0000 2016	Za propad ČSSD v krajských volbách nemůže špatná práce regionálních vlád, důvod musí být spíše na celostátní úrovni, uvedl pan prezident.					
https://twitter.com/PREZIDENTmluvci/status/785087361139019776	Sun Oct 09 11:59:47 +0000 2016	K zisku ceny je třeba pogratulovat! https://t.co/9ibUfvFjdT					
https://twitter.com/PREZIDENTmluvci/status/785058671374008320	Sun Oct 09 10:05:47 +0000 2016	Zeman o volbách: Babiš si úspěch zaslouží. Na hrobě ČSSD tančit nechci - https://t.co/S40PNFCH6g					
https://twitter.com/PREZIDENTmluvci/status/785042311101181952	Sun Oct 09 09:00:47 +0000 2016	Právě teď živě na Blesk.cz z Lán. https://t.co/mYGmTkLdE1					
https://twitter.com/PREZIDENTmluvci/status/784994539572527104	Sun Oct 09 05:50:57 +0000 2016	Osmé vydání pořadu S prezidentem v Lánech v neděli živě od 11 hodin na Blesk.cz: https://t.co/0jaY0vgH9Z					
https://twitter.com/PREZIDENTmluvci/status/784474432106536960	Fri Oct 07 19:24:14 +0000 2016	Převelice se těšíme na pořady ČST Praha z návštěvy Zlínského kraje - 168 hod. a Reportéři ČT. https://t.co/fACiSg2OVN	x	Česká televize, 168hodin, Reportéři ČT, Média	ceska televize, 168hodin, reporteri ct, media		2
https://twitter.com/PREZIDENTmluvci/status/784422578647629824	Fri Oct 07 15:58:11 +0000 2016	Zeman: Američany do Sýrie nikdo nezval, jejich působení je fiasko - https://t.co/fILjypkadW					
https://twitter.com/PREZIDENTmluvci/status/784418527423913985	Fri Oct 07 15:42:05 +0000 2016	Dva čeští novináři vyhrožují Ovčáčkovi. Chtějí ho zbít: https://t.co/eZdaFFvMNr	a	Jakub Zelenka, Jan Dražan, Echo24, Lidovky.cz	jakub zelenka, jan drazan, echo24.cz, terezie kaslova, ferdinand peroutka		2
https://twitter.com/PREZIDENTmluvci/status/784389470174978048	Fri Oct 07 13:46:37 +0000 2016	USA do Sýrie nikdo nezval, fiasko je jejich vina. Umírněná opozice tam neexistuje. Havlovy oslavy? Urážka odkazu: https://t.co/skYnmIQmYO	a	USA	usa		2
https://twitter.com/PREZIDENTmluvci/status/784387590640267264	Fri Oct 07 13:39:09 +0000 2016	Druhá republika v praxi. Nepřekvapivé. V naší historii vždy selhávaly nejen tzv. elity. Selhávali také novináři. https://t.co/EvwHLaebnp	x	Jan Dražan, Echo24	jan drazan, media, echo24.cz		2
https://twitter.com/PREZIDENTmluvci/status/784360041172246528	Fri Oct 07 11:49:41 +0000 2016	Zeman: Kmoníčka na Hradě nahradí Rudolf Jindrák - https://t.co/t6EkMznhg0	a				
https://twitter.com/PREZIDENTmluvci/status/784332085028794368	Fri Oct 07 09:58:35 +0000 2016	RT @ErikBest: H. Foy z FT píše o ČR a necituje Prouzu? Ledaže by ta anonymní poznámka o V4 jako o "toxické značce" byla od něj. https://t.c…					
https://twitter.com/PREZIDENTmluvci/status/784094763360354305	Thu Oct 06 18:15:34 +0000 2016	Peroutkova vnučka Kaslová válčící se Zemanem je i vnučkou protektorátního premiéra odsouzeného za kolaboraci - https://t.co/JOuDdWwkAc	x	Terezie Kaslová, Peroutka	terezie kaslova, ferdinand peroutka, jan drazan		
https://twitter.com/PREZIDENTmluvci/status/784069681124675584	Thu Oct 06 16:35:53 +0000 2016	Václava Havla jsem dobře znal. Dílem by se smál a dílem zlobil, kdyby pozoroval ten přepatetizovaný průběh vzpomínek, uvedl pan prezident.					
https://twitter.com/PREZIDENTmluvci/status/784041188353605632	Thu Oct 06 14:42:40 +0000 2016	OVTV, videozáznam tiskové konference pana prezidenta. Zazněla i pochvala ČST Praha za zájem: https://t.co/O5ogBDgbxz https://t.co/on7aBF2WHw	x	Česká televize, Média	ceska televize, media		
https://twitter.com/PREZIDENTmluvci/status/784033218269966336	Thu Oct 06 14:11:00 +0000 2016	Onen pán svými výroky uráží demokratickou ČR a její občany: https://t.co/BzI9l0L1qT	x	Alexej Kelin	alexej kelin		
https://twitter.com/PREZIDENTmluvci/status/784021821440024576	Thu Oct 06 13:25:43 +0000 2016	https://t.co/KrqpVo4pIW					
https://twitter.com/PREZIDENTmluvci/status/784021821440024576	Thu Oct 06 13:25:43 +0000 2016	https://t.co/KrqpVo4pIW					
https://twitter.com/PREZIDENTmluvci/status/784021804130177024	Thu Oct 06 13:25:39 +0000 2016	https://t.co/qaW5PwR6VX					
https://twitter.com/PREZIDENTmluvci/status/784021750585630720	Thu Oct 06 13:25:26 +0000 2016	Z návštěvy Experimentaria v Otrokovicích. https://t.co/y1puZMdFrh					
https://twitter.com/PREZIDENTmluvci/status/784017871391293440	Thu Oct 06 13:10:01 +0000 2016	Miloš Zeman: Moje návštěva není předvolební kampaní - https://t.co/UKG5Rqf26N					
https://twitter.com/PREZIDENTmluvci/status/784006228955525120	Thu Oct 06 12:23:45 +0000 2016	OVTV, videozáznam diskuse pana prezidenta s občany ve Zlíně: https://t.co/nkjVtXAVNr https://t.co/jSLgW2oYfs					
https://twitter.com/PREZIDENTmluvci/status/783998874490966017	Thu Oct 06 11:54:32 +0000 2016	Z diskuse pana prezidenta s občany ve Zlíně. https://t.co/MT3haeu63s					
https://twitter.com/PREZIDENTmluvci/status/783997140473417728	Thu Oct 06 11:47:38 +0000 2016	Právě teď živě na OVTV prostřednictvím FB pana prezidenta diskuse s občany ve Zlíně! https://t.co/vv7s2JKzGT					
https://twitter.com/PREZIDENTmluvci/status/783992823951523840	Thu Oct 06 11:30:29 +0000 2016	Bohatá účast ČST Praha ve Zlínském kraji vysvětlena. Ve Zlíně několik lidí s transparenty. Za chvíli živě na OVTV! https://t.co/Pqf3RBYX2p	x	Česká televize, Média	ceska televize, media, opozice		2
https://twitter.com/PREZIDENTmluvci/status/783990951517777920	Thu Oct 06 11:23:03 +0000 2016	Pražskokavárenský fundamentalismus a fanatismus v té nejčistší podobě. https://t.co/3VPnSpuydG	x	Pražská kavárna, Jan Vrobel	prazska kavarna, jan vrobel, opozice		2
https://twitter.com/PREZIDENTmluvci/status/783980730049232896	Thu Oct 06 10:42:26 +0000 2016	Zemanova kritika v Luhačovicích vypískali. Prezident bránil nemocného Čubu: https://t.co/X3CvnCKqK4	a	Parlamentní listy			
https://twitter.com/PREZIDENTmluvci/status/783980730049232896	Thu Oct 06 11:47:44 +0000 2016	Byl to člověk jiné epochy,“ řekl o Peroutkovi Havel v jednom rozhovoru z 90. let.	x	Václav Havel, Ferdinand Peroutka	vaclav havel, ferdinand peroutka, media		
https://twitter.com/PREZIDENTmluvci/status/783979548719386624	Thu Oct 06 10:37:44 +0000 2016	https://t.co/024DzIf4yM					
https://twitter.com/PREZIDENTmluvci/status/783979538736971776	Thu Oct 06 10:37:42 +0000 2016	Pan prezident navštívil Filmový uzel Zlín. https://t.co/eyU6nTO847					
https://twitter.com/PREZIDENTmluvci/status/783972173547446272	Thu Oct 06 10:08:26 +0000 2016	Prezident Zeman se ostře vyjádřil o České televizi. Nejlepší by prý bylo úplně zrušit koncesionářské poplatky: https://t.co/tGSkCis2qz	a	Česká televize, Média	ceska televize, media		
https://twitter.com/PREZIDENTmluvci/status/783970808704163840	Thu Oct 06 10:03:00 +0000 2016	Evropa páchá sebevraždu, z Francie bude islámská zem, míní politolog: https://t.co/r04a1CwIee					
https://twitter.com/PREZIDENTmluvci/status/783969898255048704	Thu Oct 06 09:59:23 +0000 2016	OVTV, videozáznam diskuse pana prezidenta se studenty Střední průmyslové školy Otrokovice: https://t.co/jm3vTRQlH8 https://t.co/H8L2X1zAdI					
https://twitter.com/PREZIDENTmluvci/status/783961272282906624	Thu Oct 06 09:25:07 +0000 2016	Právě teď živě na OVTV diskuse pana prezidenta se studenty Střední průmyslové školy Otrokovice. https://t.co/mUIORvEd4L					
https://twitter.com/PREZIDENTmluvci/status/783959564706254848	Thu Oct 06 09:18:20 +0000 2016	Pan prezident zaslal v souvislosti s úmrtím prvního prezidenta demokratického Slovenska M. Kováče kondolenci: https://t.co/Bo9NY4FFuf					
https://twitter.com/PREZIDENTmluvci/status/783954657605484544	Thu Oct 06 08:58:50 +0000 2016	P. Honzejk z Bakalových HN investigativně odhalil mé druhé já. To první bylo ve Zlínském kraji, druhé u rovu VH: https://t.co/nMZqMJdrJz	x	Petr Honzejk, HN, Zdeněk Bakala, Economia	media, petr honzejk, hn, zdenek bakala, economia		
https://twitter.com/PREZIDENTmluvci/status/783942193421647872	Thu Oct 06 08:09:18 +0000 2016	Pan prezident vystoupí v neděli 9.10. v 11.00 hod. v pořadu „S prezidentem v Lánech“, který bude živě vysílán na webu Blesk.cz.					
https://twitter.com/PREZIDENTmluvci/status/783753159302868993	Wed Oct 05 19:38:09 +0000 2016	Medaili Za hrdinství získá muž, který pomohl při střelbě v Uherském Brodě: https://t.co/KOw9Gr5jeW					
https://twitter.com/PREZIDENTmluvci/status/783747645609246720	Wed Oct 05 19:16:14 +0000 2016	Muž, který hodil po střelci z Uherského Brodu židli, dostane od Zemana medaili: https://t.co/mEPnmm1B1L					
https://twitter.com/PREZIDENTmluvci/status/783738964838604804	Wed Oct 05 18:41:45 +0000 2016	Paní Ivana Zemanová navštívila spol. ZVI, kde darem obdržela pistoli Kevin ráže 9 mm, na kterou má zbrojní průkaz. https://t.co/na2G3DMFKQ					
https://twitter.com/PREZIDENTmluvci/status/783701158741278720	Wed Oct 05 16:11:31 +0000 2016	OVTV, videozáznam diskuse pana prezidenta s občany v Uherském Brodě: https://t.co/plTZvZazzq https://t.co/RprYAbPRTu					
https://twitter.com/PREZIDENTmluvci/status/783699171966496769	Wed Oct 05 16:03:37 +0000 2016	Z diskuse pana prezidenta s občany v Uherském Brodě. https://t.co/TJAiqoca6Q					
https://twitter.com/PREZIDENTmluvci/status/783691840889520128	Wed Oct 05 15:34:29 +0000 2016	Právě teď živě na OVTV prostřednictvím FB pana prezidenta diskuse s občany v Uherském Brodě. https://t.co/6yp6zNEuVT					
https://twitter.com/PREZIDENTmluvci/status/783682570185805824	Wed Oct 05 14:57:39 +0000 2016	Prezident Zeman v Tescomě: Vaši pánvičku používám na topinky a míchaná vejce - https://t.co/khonpTz7l2					
https://twitter.com/PREZIDENTmluvci/status/783677442292584448	Wed Oct 05 14:37:16 +0000 2016	OVTV, videozáznam debaty pana prezidenta se zaměstnanci spol. CRYSTALEX a občany Karolinky: https://t.co/gIbOb204cD https://t.co/2YvH0FfaR1					
https://twitter.com/PREZIDENTmluvci/status/783667088313487361	Wed Oct 05 13:56:08 +0000 2016	https://t.co/McWqyOyhY8	x	Václav Havel, opozice	vaclav havel, opozice		
https://twitter.com/PREZIDENTmluvci/status/783660822090350592	Wed Oct 05 13:31:14 +0000 2016	Diskuse se zaměstnanci společnosti CRYSTALEX a občany Karolinky. https://t.co/1CMRgGHPtU					
https://twitter.com/PREZIDENTmluvci/status/783645995733221376	Wed Oct 05 12:32:19 +0000 2016	Z diskuse pana prezidenta se zaměstnanci společnosti TESCOMA. https://t.co/VnkYQblmaa					
https://twitter.com/PREZIDENTmluvci/status/783626802082250752	Wed Oct 05 11:16:03 +0000 2016	Náš stát by už nikdy neměl být přívažkem či chudým příbuzným kohokoli jiného - z projevu prezidenta ČSSR Václava Havla, Hrad, 1.1.1990.	x	Václav Havel, opozice	vaclav havel, opozice		
https://twitter.com/PREZIDENTmluvci/status/783607870923345920	Wed Oct 05 10:00:49 +0000 2016	OVTV, videozáznam debaty pana prezidenta se zaměstnanci společnosti TESCOMA: https://t.co/EDdUZKXFCQ https://t.co/MFCa4WFILO					
https://twitter.com/PREZIDENTmluvci/status/783606560387915776	Wed Oct 05 09:55:37 +0000 2016	Vinohradský hřbitov, vzpomínka na prezidenta Václava Havla. https://t.co/Fb74JNhPoM					
https://twitter.com/PREZIDENTmluvci/status/783604209203744768	Wed Oct 05 09:46:16 +0000 2016	https://t.co/Is2GHgCh2X					
https://twitter.com/PREZIDENTmluvci/status/783604196494962688	Wed Oct 05 09:46:13 +0000 2016	Paní Ivana Zemanová dnes navštívila Centrum služeb postiženým Zlín. https://t.co/0irT66TQg9					
https://twitter.com/PREZIDENTmluvci/status/783600761263579136	Wed Oct 05 09:32:34 +0000 2016	Právě teď živě na OVTV prostřednictvím FB pana prezidenta diskuse se zaměstnanci společnosti TESCOMA. https://t.co/mGW5xCb4k0					
https://twitter.com/PREZIDENTmluvci/status/783591900112646144	Wed Oct 05 08:57:22 +0000 2016	https://t.co/PQppZatImP					
https://twitter.com/PREZIDENTmluvci/status/783591872740622336	Wed Oct 05 08:57:15 +0000 2016	Paní Ivana Zemanová včera navštívila dětskou léčebnu v Luhačovicích, kde se pozdravila s maminkami a jejich dětmi. https://t.co/mp7QIJuwBg					
https://twitter.com/PREZIDENTmluvci/status/783591571220467712	Wed Oct 05 08:56:03 +0000 2016	Co napadá komentátora v den, kdy si připomínáme VH? https://t.co/6laOZCU1w7	x	Alexandr Mitrofanov, Právo, Média	alexandr mitrofanov, pravo, media, borgis		
https://twitter.com/PREZIDENTmluvci/status/783375122191224834	Tue Oct 04 18:35:58 +0000 2016	Zeman rozhodl, že si Hrad připomene Havlovo jubileum. Sám však bude ve Zlíně: https://t.co/3oE55KutFE					
https://twitter.com/PREZIDENTmluvci/status/783363330039742464	Tue Oct 04 17:49:06 +0000 2016	Z rozhodnutí pana prezidenta se zítra uskuteční vzpomínkové akce na počest prezidenta Václava Havla. Program zde: https://t.co/m6H0QFx3iJ					
https://twitter.com/PREZIDENTmluvci/status/783335055502536704	Tue Oct 04 15:56:45 +0000 2016	OVTV, videozáznam debaty pana prezidenta s občany v Luhačovicích: https://t.co/s1oKw6XmDw https://t.co/gL9F2WjBxs					
https://twitter.com/PREZIDENTmluvci/status/783330725646962688	Tue Oct 04 15:39:33 +0000 2016	S panem prezidentem přišlo po zamračeném dni do Luhačovic slunce. https://t.co/lanMQGJMBk					
https://twitter.com/PREZIDENTmluvci/status/783327087046356992	Tue Oct 04 15:25:05 +0000 2016	Právě teď. Pan prezident debatuje s občany v Luhačovicích. Živě na OVTV prostřednictvím FB pana prezidenta. https://t.co/FgA8RQmR7t					
https://twitter.com/PREZIDENTmluvci/status/783326763879366656	Tue Oct 04 15:23:48 +0000 2016	Diskuse pana prezidenta se zaměstnanci společnosti KOMA MODULAR. https://t.co/1fZ6tY0JpO					
https://twitter.com/PREZIDENTmluvci/status/783325892537909248	Tue Oct 04 15:20:20 +0000 2016	Právě teď živě na OVTV diskuse pana prezidenta s občany v Luhačovicích! https://t.co/F6tEg6k6Oo					
https://twitter.com/PREZIDENTmluvci/status/783312440167636992	Tue Oct 04 14:26:53 +0000 2016	OVTV, videozáznam diskuse pana prezidenta se zaměstnanci firmy KOMA MODULAR ve Vizovicích: https://t.co/qLhgbbJiAr https://t.co/3Awpz2nMnW					
https://twitter.com/PREZIDENTmluvci/status/783306628745535488	Tue Oct 04 14:03:48 +0000 2016	Právě teď živě na OVTV diskuse pana prezidenta se zaměstnanci společnosti KOMA MODULAR ve Vizovicích. https://t.co/JzcFzcpz3Q					
https://twitter.com/PREZIDENTmluvci/status/783294011327016960	Tue Oct 04 13:13:39 +0000 2016	OVTV, videozáznam debaty s panem prezidentem na Univerzitě Tomáše Bati ve Zlíně: https://t.co/oh2HSTxMdq https://t.co/ktDBNguAT8					
https://twitter.com/PREZIDENTmluvci/status/783292730675957760	Tue Oct 04 13:08:34 +0000 2016	Pan prezident položil kytičku k soše Tomáše Bati před Univerzitou Tomáše Bati ve Zlíně. https://t.co/fyWbpMMyLG					
https://twitter.com/PREZIDENTmluvci/status/783411623063089152	Tue Oct 04 21:01:00 +0000 2016	První den ve Zlínském kraji nás věrně sledovala mimořádně silná delegace ČST Praha. Vzniká plejádá tvůrčích pořadů. https://t.co/XZ5FZVN4dl	x	Média, Česká televize, Reportéři ČT, 168hodin	media, ceska televize, reporteri ct, 168hodin		2
https://twitter.com/PREZIDENTmluvci/status/783256154323517440	Tue Oct 04 10:43:14 +0000 2016	ČST Praha laskavě pečuje o návštěvu Zlínského kraje. Peněz má zjevně dost. Akreditovala 15 lidí, mj. štáb 168 hod. a Reportérů. Těšíme se!	x	Média, Česká televize, Reportéři ČT, 168hodin	media, ceska televize, reporteri ct, 168hodin		2
https://twitter.com/PREZIDENTmluvci/status/783282404387594241	Tue Oct 04 12:27:32 +0000 2016	Právě teď! OVTV vysílá živě prostřednictvím FB pana prezidenta diskusi se studenty Univerzity Tomáše Bati ve Zlíně. https://t.co/5CpOLp3o8J					
https://twitter.com/PREZIDENTmluvci/status/783242705832972288	Tue Oct 04 09:49:47 +0000 2016	OVTV, videozáznam setkání pana prezidenta se zastupiteli Zlínského kraje: https://t.co/d73O4t3c3A https://t.co/a6gFknbKxJ					
https://twitter.com/PREZIDENTmluvci/status/783240664930738176	Tue Oct 04 09:41:41 +0000 2016	Dneska ctí tě za svatého, zítra budeš sviňák" https://t.co/CrQoDuPGaV	x	Oleg Vorotnikov	oleg vorotnikov, media		
https://twitter.com/PREZIDENTmluvci/status/783251699150557186	Tue Oct 04 10:25:31 +0000 2016	Prezident Miloš Zeman dorazil do Zlína. Vyzval k maximální volební účasti: https://t.co/2VZh5g99cw					
https://twitter.com/PREZIDENTmluvci/status/783227483780947968	Tue Oct 04 08:49:18 +0000 2016	Pan prezident se svojí paní zahájili setkáním s hejtmanem S. Mišákem a jeho paní třídenní návštěvu Zlínského kraje. https://t.co/tN40l9w4G4					
https://twitter.com/PREZIDENTmluvci/status/783207917306671104	Tue Oct 04 07:31:33 +0000 2016	Pan prezident milost firmě, kterou zmiňuje MFD, udělovat nebude. Návrh je nesmyslný. Firmy nesplňují žádnou ze stanovených tří podmínek.	x	MF Dnes, Média	mf dnes, idnes.cz, mafra, media		
https://twitter.com/PREZIDENTmluvci/status/783008845807378432	Mon Oct 03 18:20:31 +0000 2016	Pan prezident se v Brně zúčastnil slavnostního zahájení Mezinárodního strojírenského veletrhu. https://t.co/8eBhzaQXiH					
https://twitter.com/PREZIDENTmluvci/status/782987889240047616	Mon Oct 03 16:57:14 +0000 2016	Pan prezident dnes navštívil expozici firem z ČLR na Mezinárodním strojírenském veletrhu v Brně. https://t.co/5UjMMM9cvO					
https://twitter.com/PREZIDENTmluvci/status/782974972172103684	Mon Oct 03 16:05:54 +0000 2016	Zároveň připomínám, že pan prezident uvítal rozsudek odvolacího soudu v kauze F. Peroutky. Rozsudek zde: https://t.co/h8ZISeim7k	x	Ferdinand Peroutka	ferdinand peroutka, justice		
https://twitter.com/PREZIDENTmluvci/status/782974571926417408	Mon Oct 03 16:04:19 +0000 2016	Připomínám, že před více jak rokem se pan prezident veřejně omluvil za to, že se doposud nepodařilo článek F. Peroutky nalézt.	x	Ferdinand Peroutka	ferdinand peroutka		
https://twitter.com/PREZIDENTmluvci/status/782963838828285952	Mon Oct 03 15:21:40 +0000 2016	Projev pana prezidenta, sněm Svazu průmyslu a dopravy ČR: https://t.co/WH0esE6YnN					
https://twitter.com/PREZIDENTmluvci/status/782958533868449793	Mon Oct 03 15:00:35 +0000 2016	Přátelské selfíčko z Mezinárodního strojírenského veletrhu. https://t.co/sBftNS41VB					
https://twitter.com/PREZIDENTmluvci/status/782943351393910784	Mon Oct 03 14:00:16 +0000 2016	Brno. Pan prezident zavítal na sněm Svazu průmyslu a dopravy ČR. https://t.co/bDSJUhW4P1					
https://twitter.com/PREZIDENTmluvci/status/782941540192780288	Mon Oct 03 13:53:04 +0000 2016	RT @SPD_CR: "28.10. udělím státní významenání několika podnikatelům baťovského typu." Proslov prezidenta Miloše Zemana živě na @CT24zive. #…					
https://twitter.com/PREZIDENTmluvci/status/782932316108754944	Mon Oct 03 13:16:24 +0000 2016	Brno, setkání pana prezidenta s panem Xia Baolongem, stranickým tajemníkem provincie Zhejiang. https://t.co/FqstLT6ibi					
https://twitter.com/PREZIDENTmluvci/status/782922785114951680	Mon Oct 03 12:38:32 +0000 2016	Brno. Společný snímek na závěr setkání. https://t.co/D6B57qNaAM					
https://twitter.com/PREZIDENTmluvci/status/782919055741161472	Mon Oct 03 12:23:43 +0000 2016	Ve věci imigrantů má Zeman úplnou pravdu: https://t.co/rfmdtF21JH					
https://twitter.com/PREZIDENTmluvci/status/782918172924141568	Mon Oct 03 12:20:12 +0000 2016	RT @AndrejBabis: Kontrolní hlášení funguje. DPH meziročně plus 13,7 mld Kč, tj. 5,9 % do veřejných rozpočtů.					
https://twitter.com/PREZIDENTmluvci/status/782918160148299776	Mon Oct 03 12:20:09 +0000 2016	RT @AndrejBabis: Daňové příjmy do veřejných rozpočtů meziročně ke konci srpna plus 52 mld Kč, obce plus 10 mld Kč a kraje plus 4,9 mld Kč.					
https://twitter.com/PREZIDENTmluvci/status/782918151763820545	Mon Oct 03 12:20:07 +0000 2016	RT @AndrejBabis: Státní dluh ke 30.9.2016 o 23 mld Kč nižší než v době mého nástupu. Vůči HDP za 2014-2016 pokles o 5,5 bodů na 35,5 %.					
https://twitter.com/PREZIDENTmluvci/status/782918135217287168	Mon Oct 03 12:20:04 +0000 2016	RT @AndrejBabis: K 30.9.2016 nejvyšší přebytek rozpočtu v historii ČR, 82,3 mld Kč. Meziročně o 85 mld Kč lepší 🤓					
https://twitter.com/PREZIDENTmluvci/status/782916252788457476	Mon Oct 03 12:12:35 +0000 2016	https://t.co/Acsu1ocj8M					
https://twitter.com/PREZIDENTmluvci/status/782916240209772545	Mon Oct 03 12:12:32 +0000 2016	Pan prezident se na úvod programu v Brně setkal s místopředsedou Senátu Z. Škromachem a hejtmanem M. Haškem. https://t.co/FhS5NazN7V					
https://twitter.com/PREZIDENTmluvci/status/782899477606793216	Mon Oct 03 11:05:55 +0000 2016	Jistěže. Nezávislost veřejnoprávních médií zajistí, pokud nová studia ČST slavnostně otevírají vládní politici. https://t.co/BVr0RgSj0T	x	Česká televize	ceska televize, media, politici, cssd, bohuslav sobotka, vlada		2
https://twitter.com/PREZIDENTmluvci/status/782841854349967360	Mon Oct 03 07:16:57 +0000 2016	Program vysílání OVTV z návštěvy pana prezidenta ve Zlínském kraji ve dnech 4.-6.10.2016: https://t.co/T4xkHD2Zsh https://t.co/w88YJ1a3yB					
https://twitter.com/PREZIDENTmluvci/status/782639833655152644	Sun Oct 02 17:54:11 +0000 2016	Prezident Zeman na Rhodosu: Pohodička na pláži. Ovčáček vše dokumentoval: https://t.co/cCS4fcMH7P					
https://twitter.com/PREZIDENTmluvci/status/782546042277560320	Sun Oct 02 11:41:30 +0000 2016	Vystěhujme ekonomické uprchlíky na pusté ostrovy, navrhl Zeman. Řecko by tak splácelo dluh: https://t.co/r6TKWwzxIo					
https://twitter.com/PREZIDENTmluvci/status/782545071539388417	Sun Oct 02 11:37:38 +0000 2016	Deportujme všechny ekonomické migranty na prázdné řecké ostrovy, vyzval Zeman: https://t.co/5jaYWX76wZ					
https://twitter.com/PREZIDENTmluvci/status/782213670403178496	Sat Oct 01 13:40:46 +0000 2016	Zeman na Rhodu: Vážný projev, ale i pošťuchování Klause či francouzského novináře. A jedno exkluzivní FOTO k tomu: https://t.co/g18qZ3NGvN		Václav Klaus, Média	media, vaclav klaus		1
https://twitter.com/PREZIDENTmluvci/status/782179230423650304	Sat Oct 01 11:23:55 +0000 2016	RT @parlamentky_cz: @PREZIDENTmluvci @OndrejZamazal @CTMilan @robertzaruba @CzechTV #Dvořák | Můžeme zástupce ČT požádat o důkaz o ochrance…					
